Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Дубас,Володимира,Климентівна,Жіноча,1973-05-22,Кухар,Березне,"проспект Матеріальний 1-й, буд. 42, Докучаєвськ, 60154",096 840-52-40,zzhaivoron@example.org
Канівець,Алла,Тарасівна,Жіноча,2007-01-10,Електрослюсар,Семенівка,"шосе Пересипська 1-ша, буд. 96, Мостиська, 82405",589-63-59,arkadii87@example.com
Забіла,Веніямин,Трохимович,Чоловіча,1995-05-18,Будник,Ямпіль,"набережна Юннатів, буд. 1, Корюківка, 99382",025 369-82-88,boleslav11@example.org
Ляшко,Вʼячеслав,Ростиславович,Чоловіча,2000-04-03,Конструктор,Глобине,"площа Онілової, буд. 3, Житомир, 25464",+380 16 071 57 36,taras92@example.net
Мірошниченко,Ярослава,Юхимівна,Жіноча,2017-04-04,Історик,Олександрівськ,"парк Юхима Фесенка, буд. 761 кв. 275, Семенівка, 23402",+380 28 387 91 34,orynamazepa@example.org
Комар,Олександр,Амвросійович,Чоловіча,1981-02-27,Промисловець,Суми,"парк Горизонтальна, буд. 85, Семенівка, 43573",007-83-79,arsenkhrystych@example.com
Литвиненко,Роксолана,Венедиктівна,Жіноча,2013-03-10,Кінолог,Харків,"проспект Нафтовиків 2-й, буд. 5 кв. 8, Лебедин, 53047",077-22-25,lukian04@example.org
Яценко,Едита,Артемівна,Жіноча,2022-01-27,Бібліотекар,Деражня,"набережна Болгарська, буд. 98 кв. 8, Святогірськ, 49141",034 411 34 09,nataliia03@example.net
Їжак,Христина,Леонтіївна,Жіноча,2021-01-13,Музичний редактор,Яворів,"парк Гранатний, буд. 4, Судова Вишня, 72925",+380 86 364-12-73,fartushniakielysei@example.net
Литвин,Алла,Костянтинівна,Жіноча,1971-01-17,Мірошник,Ватутіне,"сквер Обривиста, буд. 23 кв. 52, Бершадь, 75359",359-02-39,charnyshsviatoslava@example.com
Вакуленко,Ольга,Петрівна,Жіноча,2015-09-13,Бухгалтер,Городище ,"вулиця Ракетна, буд. 885 кв. 696, Старобільськ, 20579",+380 96 760-28-78,vvyshniak@example.com
Вітер,Венедикт,Лукʼянович,Чоловіча,2002-07-16,Мінералог,Шостка,"шосе Аеропортівський 5-й, буд. 2 кв. 299, Андрушівка, 93136",041 479-67-76,avreliiudovenko@example.net
Токар,Охрім,Андрійович,Чоловіча,1972-04-14,Шериф,Нова Каховка,"вулиця Педагогічна, буд. 6 кв. 5, Токмак, 55890",596 75 89,halyna94@example.com
Сацюк,Амалія,Святославівна,Жіноча,1997-05-07,Живописець,Білозерське,"провулок Давида Ойстраха, буд. 57, Хрустальний, 67155",+380 (23) 570-80-36,ddanchenko@example.org
Червоненко,Людмила,Дмитріївна,Жіноча,1977-04-06,Співак,Устилуг,"парк Вапняне селище, буд. 088, Ровеньки, 18510",436 40 44,artem37@example.net
Даньків,Ілля,Володимирович,Чоловіча,2024-06-23,Патологоанатом,Бахчисарай,"набережна Рєпіна, буд. 89, Куп'янськ, 59070",+380 99 252-20-77,rostyslav44@example.org
Ірванець,Ірина,Марківна,Жіноча,1985-04-10,Доцент,Корсунь-Шевченківський,"шосе Грузинська, буд. 0, Сарни, 61762",+380 (61) 561-60-70,kostiantyndeineka@example.com
Негода,Софія,Ігорівна,Жіноча,1985-06-09,Детектив,Знам'янка,"сквер Романа Кармена, буд. 137 кв. 00, Лутугине, 39868",+380 44 819-90-54,alinashcherbak@example.net
Медведенко,Марко,Орестович,Чоловіча,2018-06-08,Музичний редактор,Жданівка,"парк Ковалевського, буд. 6, Кадіївка, 87185",061 314-34-51,tetianareva@example.com
Туркало,Венедикт,Володимирович,Чоловіча,2023-05-04,Історик,Макіївка,"площа Грибоєдова, буд. 49 кв. 47, Жидачів, 88882",078 182-19-08,babiukvasyl@example.org
Притула,Марина,Георгіївна,Жіноча,1980-03-09,Електромонтажник,Суходільськ,"набережна Дальня, буд. 841, Марганець , 09240",+380 12 802 84 21,taras36@example.net
Джунь,Камілла,Леонідівна,Жіноча,1994-07-04,Машиніст,Пологи ,"узвіз Давида Ойстраха, буд. 08 кв. 7, Монастирище, 77122",254 60 22,mariiadrozd@example.com
Франко,Оксенія,Павлівна,Жіноча,2021-04-03,Круп'є,Першотравенськ,"проспект Амурський 4-й, буд. 61, Новояворівськ, 10364",560-59-64,fzabila@example.net
Алексійчук,Борис,Варфоломійович,Чоловіча,1978-02-10,Медик,Немирів,"проспект Наливна, буд. 25, Українськ, 80886",+380 96 701-92-02,khoma27@example.org
Ніколюк,Богданна,Владиславівна,Жіноча,2001-03-18,Бізнесмен,Гуляйполе,"провулок Івахненка Петра, буд. 95 кв. 0, Соснівка , 50241",219 19 89,arkhypenkodan@example.net
Кащенко,Прохір,Назарович,Чоловіча,1975-09-20,Фольклорист,Мелітополь,"сквер Лінія 52-га, буд. 997, Марганець , 22351",+380 (37) 824-21-85,andriizhuchenko@example.org
Гавриленко,Марко,Хомович,Чоловіча,2024-04-14,Журналіст,Городок,"набережна Лінія 47-ма, буд. 08 кв. 59, Сміла, 87880",+380 27 056 01 16,tkhudobiak@example.net
Овчаренко,Ярина,Богодарівна,Жіноча,2023-10-19,Композитор,Алушта,"проспект Пересипська 2-га, буд. 90 кв. 024, Марганець , 49414",+380 (09) 339-14-67,bzakharchenko@example.org
Дуплій,Сергій,Павлович,Чоловіча,2009-02-26,Програміст,Слов'янськ,"парк 9-та Лінія Дачі Ковалевського, буд. 03 кв. 05, Малин, 84150",+380 23 041-10-54,zasukhabohdanna@example.com
Артеменко,Левко,Яковович,Чоловіча,1974-06-10,Підприємець,Зоринськ,"набережна Соборна, буд. 067, Судова Вишня, 32547",+380 (03) 266-29-96,iarynavernyhora@example.com
Колісниченко,Макар,Сергійович,Чоловіча,1984-10-22,Кінокритик,Мукачево,"набережна Панченка, буд. 950 кв. 978, Борщів, 05722",+380 71 587-59-20,tsarenkoliliia@example.org
Швачко,Клавдія,Болеславівна,Жіноча,2000-09-08,Музикант,Харків,"парк Грибоєдова, буд. 24, Жидачів, 34425",079-00-99,rostyslavshvachko@example.com
Гречко,Галина,Аврелійовна,Жіноча,2022-05-30,М'ясник,Жовква,"провулок Південно-Санаторний, буд. 521, Моспине, 53076",035-81-25,atykha@example.org
Короленко,Єва,Пилипівна,Жіноча,2006-05-22,Філолог,Перемишляни,"узвіз Улітіна, буд. 8 кв. 81, Малин, 34954",+380 12 003 28 57,solomiia90@example.com
Скиба,Святослав,Григорійович,Чоловіча,2010-04-28,Диригент,Білгород-Дністровський,"вулиця Богуна, буд. 279, Тульчин, 08594",026 668-07-49,sofiia36@example.com
Худобʼяк,Надія,Варфоломіївна,Жіноча,1972-11-13,Паблік рилейшнз,Привілля,"проспект Вапняний 1-й, буд. 54 кв. 6, Кам'янка-Бузька, 84347",088 826 24 20,makar93@example.com
Їжак,Юхим,Симонович,Чоловіча,2016-09-10,Стропальник,Ніжин,"проспект Лютневий 2-й, буд. 58, Тячів, 78541",061 89 97,zynovii18@example.net
Редько,Дмитро,Давидович,Чоловіча,1977-04-03,Медик,Конотоп,"набережна Колективний, буд. 99 кв. 9, Долинська, 27356",264 83 18,artymovychstepan@example.com
Даценко,Еріка,Миколаївна,Жіноча,2004-06-14,Водій,Скадовськ,"парк Восьмого березня 5-й, буд. 97, Вашківці, 36614",206 08 00,rakihnat@example.org
Шелест,Зорян,Венедиктович,Чоловіча,2005-04-08,Географ,Кривий Ріг,"набережна Партизанська, буд. 6 кв. 321, Таврійськ, 39634",546 86 18,olysenko@example.com
Баштан,Богуслава,Марківна,Жіноча,1985-07-02,Нотаріус,Новоукраїнка,"узвіз Уральський, буд. 25 кв. 678, Благовіщенське, 33754",+380 (89) 857-19-58,romanetssvitlana@example.org
Дрозденко,Хома,Стефанович,Чоловіча,1998-05-18,Живописець,Турка,"провулок Косяченка Олексія, буд. 527 кв. 6, Жданівка, 73451",+380 79 360 09 69,feofanneporozhnii@example.net
Євтушок,Юстим,Демʼянович,Чоловіча,1993-10-29,Стропальник,Білицьке,"набережна Калнишевського Петра, буд. 26 кв. 16, Коростишів, 77289",718 58 43,revamykyta@example.net
Василенко,Ярина,Вадимівна,Жіноча,1973-09-19,Реставратор,Зимогір'я,"набережна Юннатів 2-й, буд. 57 кв. 689, Новодністровськ, 87320",+380 41 257-59-99,oryna22@example.com
Перепелиця,Орися,Веніяминівна,Жіноча,1974-03-18,Графік,Сіверськ,"проспект Профспілкова, буд. 6 кв. 05, Новий Буг, 87414",016 27 19,shyianlukian@example.com
